task,archive_path,parent_path,archive_method_family,transfer_hint,source_policy,archive_nodes,archive_initializers,archive_initializer_elements,archive_constant_elements,archive_parameter_elements_static,archive_terminal_op,archive_op_types,archive_opset,archive_file_size,parent_nodes,parent_initializers,parent_initializer_elements,parent_constant_elements,parent_parameter_elements_static,parent_terminal_op,parent_op_types,parent_opset,parent_file_size,archive_score_task,archive_score_path,archive_score_ok,archive_score_valid_all_checked,archive_score_examples_checked,archive_score_examples_passed,archive_score_examples_failed,archive_score_memory,archive_score_params,archive_score_cost,archive_score_points,archive_score_file_size,archive_score_sha256,archive_score_error,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,archive_minus_parent_cost,archive_lower_and_valid
task021,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task021.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task021.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,18,6,57,0,57,Min,Cast:5;Einsum:5;Equal:1;Min:1;Pad:2;Sub:4,18,1330,13,4,91,0,91,Min,Cast:3;Einsum:5;Min:1;Sub:4,14,905,task021,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task021.onnx,True,True,77,77,0,120,57,177,19.82385026742617,1330,b7ab595016c0fd22c0ca70fbee7f7703c6d634f8e0b4e9c0d432a88cbc7efe24,,task021,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task021.onnx,True,True,77,77,0,136,91,227,19.575049982518596,905,d71070ce37a246f4157496698862f714fd64611b99a6ac08a1bd58cb55a9a597,,-50,True
task022,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task022.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task022.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,4,8,738,0,738,Pad,Add:1;Einsum:1;Equal:1;Pad:1,18,3457,4,8,738,0,738,Pad,Add:1;Einsum:1;Equal:1;Pad:1,18,3457,task022,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task022.onnx,True,True,266,266,0,162,738,900,18.197605236675688,3457,e92d07061f1aa758e526cf5ff5ee5d4d285a593cfaf1b88f52dac34e172667b8,,task022,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task022.onnx,True,True,266,266,0,162,738,900,18.197605236675688,3457,e92d07061f1aa758e526cf5ff5ee5d4d285a593cfaf1b88f52dac34e172667b8,,0,False
task023,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task023.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task023.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,103,17,139,0,139,Pad,Add:21;Cast:6;Concat:1;Equal:4;Min:4;Mul:11;Pad:3;QLinearConv:46;Slice:2;Sub:5,18,17654,430,24,166,0,166,Pad,BitShift:115;BitwiseAnd:87;BitwiseOr:144;BitwiseXor:62;Cast:7;Concat:1;Greater:2;MatMulInteger:1;Pad:3;Reshape:5;Slice:2;Split:1,18,23620,task023,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task023.onnx,True,True,266,266,0,8083,139,8222,15.985431232542176,17654,8579fe77932cd6fc6d0739d167bd55bfdbe66154d18fe7c73d32736324982b33,,task023,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task023.onnx,True,True,266,266,0,6187,166,6353,16.243317578733468,23620,f9927adcd355ecf6da0377f6005537906f6b568b015b117d0f35fc5c3a6ae147,,1869,False
task024,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task024.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task024.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,2,56,0,56,Einsum,Einsum:1,13,492,1,2,56,0,56,Einsum,Einsum:1,13,492,task024,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task024.onnx,True,True,266,266,0,0,56,56,20.97464830926485,492,9090d7fc66fcf617eb83597d5b2020a5bfb9affae3720e3e34eb0391a8abca35,,task024,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task024.onnx,True,True,266,266,0,0,56,56,20.97464830926485,492,9090d7fc66fcf617eb83597d5b2020a5bfb9affae3720e3e34eb0391a8abca35,,0,False
task025,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task025.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task025.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,60,11,104,0,104,Einsum,Add:6;And:2;Cast:10;Concat:3;CumSum:2;Einsum:7;Equal:2;Greater:2;Mul:11;OneHot:3;ReduceMax:4;ReduceSum:2;Sub:3;TopK:1;Unsqueeze:2,12,4697,60,11,104,0,104,Einsum,Add:6;And:2;Cast:10;Concat:3;CumSum:2;Einsum:7;Equal:2;Greater:2;Mul:11;OneHot:3;ReduceMax:4;ReduceSum:2;Sub:3;TopK:1;Unsqueeze:2,12,4697,task025,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task025.onnx,True,True,266,266,0,10132,104,10236,15.76633380272032,4697,e33d292eb19701d703ed0f0c10b8ff18c38f83fac7aa31c157fc756bd17c7970,,task025,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task025.onnx,True,True,266,266,0,10132,104,10236,15.76633380272032,4697,e33d292eb19701d703ed0f0c10b8ff18c38f83fac7aa31c157fc756bd17c7970,,0,False
task026,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task026.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task026.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,1,200,0,200,Conv,Conv:1,13,1016,2,2,60,0,60,Conv,Conv:2,13,547,task026,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task026.onnx,True,True,268,268,0,0,200,200,19.701682633451963,1016,cad3493d1882e587c1667ce1b4797c2692ad843221d4e0f20b935d6cdd8aab2f,,task026,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task026.onnx,True,True,268,268,0,60,60,120,20.212508257217955,547,12e0ec159d35e9ed74f4a02998ff51b4e1329ee4e7a15335f4a25bcf0bb1d6f0,,80,False
task027,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task027.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task027.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,12,12,303,0,303,ScatterND,Cast:1;Concat:1;Einsum:1;Equal:1;Greater:2;ScatterND:1;Slice:2;Sub:1;Where:1;Xor:1,18,2924,20,17,46,0,46,Pad,And:1;Cast:3;Concat:1;Greater:1;Not:1;Pad:2;ReduceSum:2;Slice:5;Transpose:1;Where:2;Xor:1,18,1971,task027,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task027.onnx,True,True,265,265,0,659,303,962,18.130985549334294,2924,b9abd14be1b433b96639e7251b9050ad07e57403af51858517cab601ab751b3e,,task027,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task027.onnx,True,True,265,265,0,1262,46,1308,17.823745467982857,1971,30e7fa87454ff24fca70334e11d75c801f4803ddeecd59dde50802169e6b27ff,,-346,True
task028,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task028.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task028.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,2,99,0,99,Einsum,Einsum:1,13,600,1,3,168,0,168,Einsum,Einsum:1,12,963,task028,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task028.onnx,True,True,265,265,0,0,99,99,20.40488014986541,600,3a9df8ceb7069f91d2d26f9296eff2ab67806300d24acd522211f3a804aed65c,,task028,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task028.onnx,True,True,265,265,0,0,168,168,19.876036020596743,963,70d055d527158aa58d649de095e8f8c932b6852fae95be66a3dd6f1a1c5baedb,,-69,True
task029,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task029.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task029.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,52,15,76,0,76,GridSample,Add:10;And:1;ArgMax:5;Cast:8;Einsum:5;Equal:1;Greater:1;GridSample:1;Less:2;Mul:10;OneHot:1;Pad:2;Sub:2;Unsqueeze:1;Where:2,21,2354,50,15,76,0,76,GridSample,Add:6;And:1;ArgMax:5;Cast:8;Einsum:5;Equal:1;Greater:1;GridSample:1;Less:2;Mul:10;OneHot:1;Pad:2;Sub:2;Sum:2;Unsqueeze:1;Where:2,21,2328,task029,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task029.onnx,True,True,266,266,0,5212,76,5288,16.426804618468477,2354,afb5f0166ba1ed3bd0bef01baca1605d07943e9a1c3766adc9284ec96d446bd3,,task029,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task029.onnx,True,True,266,266,0,5208,76,5284,16.427561334357783,2328,9ceba2b29239999b047e47ac3f2c934af74bd7678676ff0d5a8ae96f6a2edb63,,4,False
task030,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task030.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task030.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,23,11,130,0,130,ConvInteger,Cast:4;Concat:1;ConvInteger:1;Div:2;Einsum:3;Gather:2;Greater:1;Log:2;Max:1;Mod:2;ReduceSum:1;Slice:1;Sub:2,13,1429,26,16,199,0,199,Pad,Cast:5;Concat:2;Div:1;Einsum:2;Gather:2;Max:1;Mod:2;Pad:1;Reshape:1;Slice:5;Sub:4,14,2606,task030,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task030.onnx,True,True,266,266,0,1330,130,1460,17.713808285297617,1429,de6d82827b7068be75f5fc0212570b094e090b2fc7edb01a5a1773293028df3b,,task030,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task030.onnx,True,True,266,266,0,1604,199,1803,17.50279277679668,2606,2cca72f3f7f65f4c2319beeeae8bc2b49d6bb9652e787824f6d3ca722542b1d5,,-343,True
task031,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task031.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task031.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,41,15,113,0,113,ConvInteger,Add:4;Cast:8;Ceil:2;Concat:3;ConvInteger:1;Div:5;Einsum:6;Equal:1;Log:4;Pad:1;Slice:1;Sub:4;Where:1,18,2433,41,15,113,0,113,ConvInteger,Add:4;Cast:8;Ceil:2;Concat:3;ConvInteger:1;Div:5;Einsum:6;Equal:1;Log:4;Pad:1;Slice:1;Sub:4;Where:1,18,2433,task031,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task031.onnx,True,True,266,266,0,524,113,637,18.543230344427837,2433,3c4eeba87acebceb14949914ad03cbcebdcc4169920faefb0f380a38e831fa8c,,task031,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task031.onnx,True,True,266,266,0,524,113,637,18.543230344427837,2433,3c4eeba87acebceb14949914ad03cbcebdcc4169920faefb0f380a38e831fa8c,,0,False
task032,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task032.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task032.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,2,910,0,910,Conv,Conv:1,18,3828,1,2,910,0,910,Conv,Conv:1,18,3828,task032,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task032.onnx,True,True,266,266,0,0,910,910,18.186555400489105,3828,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,,task032,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task032.onnx,True,True,266,266,0,0,910,910,18.186555400489105,3828,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,,0,False
task033,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task033.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task033.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,7,268,0,268,Einsum,Einsum:1,13,1426,23,2,33,0,33,Where,Concat:4;Less:8;Slice:10;Where:1,9,2686,task033,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task033.onnx,True,True,265,265,0,0,268,268,19.409013019489144,1426,c13e3c334a9eec2943a0bbcd3ee8f106ef26ab34fc5abc8dedddedce13a12db2,,task033,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task033.onnx,True,True,265,265,0,1606,33,1639,17.59815842125617,2686,aa9357a8f5fca19d81a770db89eccf1e5fbed345d52ef426096832c34f6c15a8,,-1371,True
task034,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task034.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task034.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,16,13,185,0,185,ConvInteger,Add:1;Cast:2;ConvInteger:1;GlobalMaxPool:1;Max:1;QLinearConv:8;Slice:1;Transpose:1,18,1598,16,16,161,0,161,Where,Cast:2;Max:1;Mul:1;Pad:1;QLinearConv:8;ReduceMax:1;Slice:1;Where:1,18,1984,task034,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task034.onnx,True,True,267,267,0,1109,185,1294,17.834506524939155,1598,5551a37bdb0d83b04d8de7a5fe217571757e1aff4216f14d263fcfa42cdc2cce,,task034,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task034.onnx,True,True,267,267,0,2100,161,2261,17.27643752772203,1984,2bf0e3e9c15d0149cb996c64142eda65a49ae5daef0f85c948eac10504ba6846,,-967,True
task035,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task035.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task035.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,54,30,459,0,459,ScatterND,Add:5;Cast:10;Concat:9;Einsum:4;Equal:1;Expand:2;Gather:2;Greater:1;Mul:2;ReduceSum:2;ScatterND:1;Slice:6;Sub:3;Unsqueeze:3;Where:3,21,6512,53,31,447,0,447,ScatterND,Add:5;Cast:10;Concat:6;Einsum:4;Equal:1;Expand:2;Gather:2;Greater:1;Mul:2;Pad:3;ReduceSum:2;ScatterND:1;Slice:6;Sub:3;Unsqueeze:3;Where:2,21,6487,task035,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task035.onnx,True,True,266,266,0,1446,459,1905,17.4477627124392,6512,75b0369f17a01b14ed58cdf4ac0b9e396ee719a4ce436771de7538d54efbf621,,task035,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task035.onnx,True,True,266,266,0,1432,447,1879,17.461505000586534,6487,a53dd9f5852bc8e3b78a903c195c5b26bf44f8210abff5e3ed38fe7958cf9750,,26,False
task036,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task036.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task036.onnx,reduction_mask_logic,rederive_rule_with_fewer_materialized_intermediates,analysis_only_do_not_copy_or_submit_archive_model,25,14,90,0,90,Pad,Add:2;And:1;ArgMax:3;Cast:5;Concat:1;Div:1;Einsum:4;Equal:1;OneHot:1;Pad:1;ReduceMax:2;Slice:1;Where:2,20,1853,51,18,114,0,114,Pad,Add:5;And:1;ArgMax:4;ArgMin:1;Cast:6;Concat:2;Div:2;Einsum:5;Equal:2;Greater:4;Less:2;Max:1;Mul:1;Pad:1;Reshape:7;Slice:1;Sub:3;Where:3,13,4233,task036,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task036.onnx,True,True,265,265,0,961,90,1051,18.04250262912305,1853,737fc8388cfe8f40c28548b59f0954e8b3c2f8284cf85a208efc7cdb45525726,,task036,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task036.onnx,True,True,265,265,0,1475,114,1589,17.629139833463285,4233,408e601d6479f3a1f652112888e52c78699d7731f3412d5488a5909c2ea53ae5,,-538,True
task037,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task037.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task037.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,34,17,184,0,184,Equal,Abs:1;Add:1;Cast:7;Div:2;Einsum:3;Equal:1;Greater:1;LessOrEqual:1;Mod:1;Mul:3;Pad:1;ScatterElements:1;Sign:1;Slice:3;Sqrt:1;Sub:4;Where:2,20,2032,59,20,197,0,197,Equal,Add:6;Cast:10;Einsum:5;Equal:2;GatherElements:4;Greater:2;LessOrEqual:1;Max:1;Min:1;Mul:8;Pad:1;Reshape:3;ScatterElements:1;Sqrt:1;Sub:4;TopK:1;Unsqueeze:4;Where:4,16,3481,task037,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task037.onnx,True,True,266,266,0,2230,184,2414,17.210959598342523,2032,90b0928ee21597693346b08a994b41aec795b85d084d5c7726870087a68fdaf6,,task037,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task037.onnx,True,True,266,266,0,2268,197,2465,17.19005291352321,3481,3674a3fc6b29cf8c91e8d50d8a5acf0ae0520053291e7362532f8ab443ec11fa,,-51,True
task038,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task038.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task038.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,6,9,50,0,50,Pad,Einsum:1;Greater:1;Pad:1;Slice:2;Xor:1,13,892,6,9,50,0,50,Pad,Einsum:1;Greater:1;Pad:1;Slice:2;Xor:1,13,892,task038,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task038.onnx,True,True,266,266,0,163,50,213,19.638707834290575,892,c4776de59a95731af1b97ef08b61bd62db867c2ddd6b9d2039ce294a0817b7de,,task038,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task038.onnx,True,True,266,266,0,163,50,213,19.638707834290575,892,c4776de59a95731af1b97ef08b61bd62db867c2ddd6b9d2039ce294a0817b7de,,0,False
task039,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task039.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task039.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,9,6,49,0,49,Pad,Add:1;Cast:1;Concat:1;Div:1;Einsum:3;Pad:1;Slice:1,18,852,9,6,49,0,49,Pad,Add:1;Cast:1;Concat:1;Div:1;Einsum:3;Pad:1;Slice:1,18,852,task039,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task039.onnx,True,True,264,264,0,404,49,453,18.884107874516964,852,2fefd1eb855204420cd892fbac6c861ddee74f26c743988eb4a129c4ae79a885,,task039,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task039.onnx,True,True,264,264,0,404,49,453,18.884107874516964,852,2fefd1eb855204420cd892fbac6c861ddee74f26c743988eb4a129c4ae79a885,,0,False
task040,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task040.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task040.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,3,80,0,80,Einsum,Einsum:1,13,607,1,9,190,0,190,Einsum,Einsum:1,17,1200,task040,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task040.onnx,True,True,266,266,0,0,80,80,20.61797336532612,607,01ba84e2bca7236e35b1b674ebe44e86b809ffb65de9c8e29e2f3c6d39f44127,,task040,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task040.onnx,True,True,266,266,0,0,190,190,19.752975927839515,1200,34c4840699dcbf379a0ad49f934c18f96525056b6771c7f3b81347d1becf3f30,,-110,True
task041,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task041.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task041.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,4,460,0,460,Einsum,Einsum:1,13,2091,19,5,57,0,57,Equal,BitwiseOr:6;BitwiseXor:7;Cast:1;Concat:1;Conv:1;Equal:1;Pad:1;Split:1,18,1354,task041,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task041.onnx,True,True,266,266,0,0,460,460,18.86877351051686,2091,169a7fd692c6e4f5f99772e34f59ab31d1d8adbb3629bc2d962dfb96683609bc,,task041,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task041.onnx,True,True,266,266,0,1730,57,1787,17.511706484840573,1354,9fb1e714e20f32f128f2e0d784592ded91f0fa89645787d11e687c65bff6a0eb,,-1327,True
task042,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task042.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task042.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,11,14,318,0,318,Where,Cast:1;Conv:3;ConvTranspose:1;Greater:1;Max:1;Pad:1;Relu:1;Slice:1;Where:1,18,1830,11,14,318,0,318,Where,Cast:1;Conv:3;ConvTranspose:1;Greater:1;Max:1;Pad:1;Relu:1;Slice:1;Where:1,18,1830,task042,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task042.onnx,True,True,266,266,0,2792,318,3110,16.95762199482672,1830,750708a9a5332fbd8c065a17348a4b924a31c866117c6b9319e896e0ab2b652c,,task042,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task042.onnx,True,True,266,266,0,2792,318,3110,16.95762199482672,1830,750708a9a5332fbd8c065a17348a4b924a31c866117c6b9319e896e0ab2b652c,,0,False
task043,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task043.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task043.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,3,58,0,58,Einsum,Einsum:1,13,493,9,16,205,0,205,Einsum,Cast:2;Concat:2;Einsum:1;Pad:2;Slice:2,18,1786,task043,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task043.onnx,True,True,266,266,0,0,58,58,20.939556989453582,493,e770aa014557dd2e05c610a51aa46a97f6aa42e52348a2f39bd4dd338ab08d03,,task043,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task043.onnx,True,True,266,266,0,588,205,793,18.324176778365153,1786,f779cd25faf94b2cb7aba327fd656159c8993ea8751767ae384105af8f1dc153,,-735,True
task044,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task044.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task044.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,139,23,152,0,152,Equal,Add:14;And:4;ArgMax:9;BitwiseAnd:1;BitwiseXor:1;Cast:24;Conv:1;ConvInteger:4;Equal:8;Gather:4;Greater:1;LessOrEqual:10;MaxPool:5;Min:1;Mod:4;Not:3;Or:8;Pad:1;ReduceMax:2;ReduceSum:1;Reshape:4;Slice:4;Split:1;Sub:9;Where:14;Xor:1,18,14824,139,23,148,0,148,Equal,Add:14;And:4;ArgMax:9;BitwiseAnd:1;BitwiseXor:1;Cast:24;Conv:1;ConvInteger:4;Equal:8;Gather:4;Greater:1;LessOrEqual:10;MaxPool:5;Min:1;Mod:4;Not:3;Or:8;Pad:1;ReduceMax:2;ReduceSum:1;Reshape:4;Slice:4;Split:1;Sub:9;Where:14;Xor:1,18,14826,task044,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task044.onnx,True,True,266,266,0,3060,152,3212,16.925350924933348,14824,376a09bb1bcde35b790393a24bbf964ba40658652791337dface0425126fc436,,task044,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task044.onnx,True,True,266,266,0,3060,148,3208,16.926597031013593,14826,e6568a1dc69d62338b9e70fd50a99e0a4993fa91fa13f9e309a55fe173506321,,4,False
